id,Metal,charge,molecular_mass,n_atoms,n_electrons,tzvp_lumo_energy,tzvp_homo_energy,tzvp_homo_lumo_gap,homo_lumo_gap_delta,tzvp_electronic_energy,electronic_energy_delta,tzvp_dispersion_energy,dispersion_energy_delta,enthalpy_energy,enthalpy_energy_correction,gibbs_energy,gibbs_energy_correction,zpe_correction,heat_capacity,entropy,tzvp_dipole_moment,dipole_moment_delta,polarisability,lowest_vibrational_frequency,highest_vibrational_frequency,LigandSmiles
LAZGEC,Au,0,673.04572,54,326,-0.0793,-0.2592,0.1799,0.0779,-2397.53718765,-1.7458576700000776,-0.0895237745,0.0077610176,-2395.364939,0.4263909799997236,-2395.459937,0.3313929799996913,0.395827,115.271,199.941,8.3583,0.6680000000000001,434.02,10.9798,3136.7798,Cl.c1ccc2c(c1)P1c3ccccc3[Si]2(c2ccc(-c3ccncc3)cc2)c2ccccc21
LAZGID,W,0,734.26693,85,372,-0.05807,-0.182,0.12393,0.06266,-2185.37283106,-2.001370550000047,-0.1307244567,0.0100294563999999,-2182.638179,0.7332815099998697,-2182.768614,0.6028465099998357,0.684408,181.335,274.524,5.6952,0.2831999999999999,506.64,17.2462,3162.8123,CC(C)O.C[Si](C)(C)Nc1ccccc1N[Si](C)(C)C.Cc1ccnc(C(C)(C)O)c1.Nc1ccccc1
LAZGOJ,W,0,607.20361,67,304,-0.08245,-0.20789,0.12544,0.0556799999999999,-1746.31472196,-1.5058344900000975,-0.1001155252,0.0075349643,-1744.232801,0.5760864699998365,-1744.340265,0.4686224699999002,0.537381,143.978,226.176,0.611,-0.2548,412.63,19.8362,3141.2826,CC(C)=C(C)C.C[Si](C)(C)Nc1ccccc1N[Si](C)(C)C.Nc1ccccc1
LAZGUP,W,0,703.20361,75,352,-0.06705,-0.21124,0.14419,0.06104,-2050.92368534,-1.827993369999604,-0.1140978544,0.0082610444999999,-2048.46544,0.6302519700002449,-2048.591388,0.5043039700003646,0.586353,161.149,265.079,1.6016,-0.0918000000000001,509.13,6.8509,3143.976,C(=Cc1ccccc1)c1ccccc1.C[Si](C)(C)Nc1ccccc1N[Si](C)(C)C.Nc1ccccc1
LAZHEB,Re,1,815.21633,84,406,-0.17765,-0.3091,0.1314499999999999,0.0660799999999999,-2333.0475358,-2.225436830000035,-0.1349600877,0.0114240835999999,-2330.118675,0.703423969999676,-2330.246031,0.5760679699997127,0.657799,172.33,268.044,6.3339,-0.2766999999999999,572.26,11.7564,3404.0338,CCO.Cc1c(N=Cc2ccccc2N)c(=O)n(-c2ccccc2)n1C.O.c1ccc(P(c2ccccc2)c2ccccc2)cc1
LAZHIE,W,0,739.19958,77,370,-0.0753,-0.20167,0.1263699999999999,0.0575699999999999,-2234.64919948,-2.019584289999784,-0.1198178009,0.0092758621,-2231.988901,0.640714189999926,-2232.109804,0.5198111899999276,0.596689,165.694,254.461,4.6497,0.2759,502.8,21.6555,3153.2224,C[Si](C)(C)Nc1ccccc1N[Si](C)(C)C.Nc1ccccc1.OC(c1ccccn1)C(O)c1ccccn1
LAZKAZ,W,0,512.00106,37,244,-0.06256,-0.23214,0.16958,0.05819,-1439.40980312,-1.2530220500000269,-0.0558611198,0.0039875075,-1437.88076,0.2760210700000698,-1437.968134,0.1886470700001155,0.249067,93.566,183.892,6.2945,0.2948000000000004,276.42,6.8786,3154.8621,C#O.C#O.C#O.C#O.C#O.c1ccc(P2CC23CC32CC2)cc1
LAZKED,W,0,538.01671,41,258,-0.06269,-0.23058,0.16789,0.05808,-1516.73006386,-1.339967359999946,-0.0625012777,0.0042096036,-1515.079674,0.3104224999999587,-1515.171888,0.218208499999946,0.281257,101.687,194.082,6.2084,0.2656999999999998,295.49,15.8576,3161.1466,C#O.C#O.C#O.C#O.C#O.c1ccc(P2CC23C2(CC2)C32CC2)cc1
LAZKIH,W,0,524.00106,38,250,-0.06425,-0.23359,0.16934,0.0581599999999999,-1477.44794162,-1.2911746499999026,-0.0578458469,0.0040705768,-1475.875664,0.2811029700001199,-1475.965016,0.19175096999993,0.253055,97.511,188.057,5.8047,0.2712000000000003,293.11,12.5733,3165.9403,C#O.C#O.C#O.C#O.C#O.C=C1CC12CC21CP1c1ccccc1
LAZKUT,W,0,538.01671,41,258,-0.06054,-0.23058,0.17004,0.05825,-1516.73325946,-1.3404590800000733,-0.0632179466,0.0042718097999999,-1515.081913,0.3108873799999401,-1515.173968,0.218832379999867,0.281743,101.504,193.747,6.371,0.2551000000000005,295.18,11.8699,3159.431,C#O.C#O.C#O.C#O.C#O.c1ccc(P2C3(CC3)C23CC32CC2)cc1
LAZLEE,W,0,616.06366,53,300,-0.06163,-0.22893,0.1673,0.0586699999999999,-1748.68913215,-1.5999228599998787,-0.0832832779,0.0056606477,-1746.674765,0.4144442900001195,-1746.777384,0.3118252900001153,0.379545,125.444,215.978,6.3228,0.3547000000000002,359.33,19.4105,3162.8174,C#O.C#O.C#O.C#O.C#O.c1ccc(P2C3(C4(CC4)C34CC4)C23C2(CC2)C32CC2)cc1
LAZMEH,Ir,0,685.159,66,338,-0.06687,-0.18111,0.11424,0.0625699999999999,-2013.48656718,-1.8877517600001283,-0.1061820407,0.00932375,-2011.049505,0.5493104199999834,-2011.14989,0.4489254200000232,0.513473,137.997,211.278,13.0658,1.0277999999999992,392.03,20.6807,3176.4812,Cc1c(C)c(C)c(C)c1C.O=S(=O)([O-])O.c1ccc(CN(c2ccccn2)c2ccccn2)cc1
LAZMIL,Ir,0,595.11205,53,290,-0.082,-0.18647,0.10447,0.06042,-1743.33282363,-1.5740285800000038,-0.0840085633,0.0072864897999999,-1741.322614,0.4361810499999592,-1741.410608,0.3481870499999786,0.405888,114.491,185.199,15.1384,1.5176000000000016,332.42,26.9644,3535.9445,Cc1c(C)c(C)c(C)c1C.O=S(=O)([O-])O.c1ccc(Nc2ccccn2)nc1
LAZQAH,Zn,0,535.18134,69,282,-0.12662,-0.19426,0.0676399999999999,0.0496599999999999,-3292.9940189,-1.9828804399999167,-0.0909713892,0.0101061778999999,-3290.425389,0.5857494599999882,-3290.533334,0.4778044599997884,0.547987,141.942,227.19,10.8137,2.0784,514.88,13.3751,3163.5798,CC(=O)O.CC(C)(C)c1cc(N=Cc2ccccc2N=Cc2ccccn2)c(O)c(C(C)(C)C)c1
LAZQIN,Co,1,652.1395,73,336,-0.18659,-0.31526,0.1286699999999999,0.0699999999999999,-3343.6859649,-2.293199719999848,-0.124223114,0.0115637825,-3340.804386,0.5883791800001745,-3340.908363,0.4844021799999609,0.55132,148.865,218.838,7.8649,0.6550999999999991,502.54,24.3374,3171.6479,O=[N+]([O-])c1ccc(C(N=Cc2ccccc2O)C(N=Cc2ccccc2O)c2cccc3cccnc23)cc1.c1ccncc1
LAZQIQ,Cd,0,442.01807,37,218,-0.08033,-0.26539,0.18506,0.08116,-1329.39609179,-1.30790264999996,-0.0486125567,0.0049872457,-1327.808888,0.2793011399999159,-1327.897308,0.190881139999874,0.252542,89.867,186.096,1.5763,-0.0060999999999999,232.16,10.0027,3770.8457,O.O.c1ccc(-c2nnn[nH]2)nc1.c1ccc(-c2nnn[nH]2)nc1
LAZREJ,Mn,1,314.05889,37,162,-0.18498,-0.39693,0.21195,0.0847299999999999,-2012.26993951,-1.0847215500000402,-0.0464713072,0.0051092480999999,-2010.875846,0.309371960000135,-2010.944171,0.2410469599999487,0.2887,76.54,143.801,4.7126,-0.0003999999999999,196.63,31.4924,3180.1611,C#O.C#O.C#O.CC1CCC(C)N1c1ccccc1
LAZRUD,Pt,0,460.05176,35,218,-0.07466,-0.24384,0.16918,0.06884,-1327.23946466,-0.9912276800000654,-0.051276229,0.0048177342,-1325.960123,0.2881139799999346,-1326.027261,0.2209759800000483,0.268334,71.788,141.305,5.5335,0.5038999999999998,214.35,47.0455,3182.5385,C1=CCCC=CCC1.Cl.O=Cc1ccc(C=O)[nH]1
LAZXAM,Ni,0,562.06177,64,294,-0.04565,-0.18635,0.1407,0.0765099999999999,-4109.10972776,-2.101521319999847,-0.1093799595,0.0087943825999999,-4106.473687,0.5345194400006221,-4106.578091,0.4301154400000087,0.49961,131.622,219.736,6.1305,0.8634999999999993,452.8,11.0491,3142.2865,SCCCS.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
LAZXIT,Ni,0,454.06882,47,234,-0.07654,-0.18518,0.10864,0.08268,-2834.12858034,-1.6297239099999388,-0.0745297611,0.0069764141,-2832.133371,0.3654854300002625,-2832.222775,0.2760814299999765,0.336739,104.323,188.166,11.4323,1.625399999999999,374.36,25.7099,3149.5771,N=C=O.N=C=O.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
LAZYAN,V,0,488.04245,50,250,-0.0934,-0.25566,0.16226,0.08999,-2502.83847624,-1.807164570000168,-0.0731444778,0.0073484418,-2500.645437,0.3858746699997937,-2500.736738,0.2945736699998633,0.355326,114.478,192.16,17.7374,1.0908000000000015,329.87,12.1581,3578.9957,Cc1ccc2c([O-])c(C(=O)O)c[nH+]c2c1.Cc1ccc2c([O-])c(C(=O)O)c[nH+]c2c1.O.O
LAZYOA,Cu,-1,450.80007,31,230,-0.00219,-0.07394,0.07175,0.0554,-5212.99645379,-2.0296556099992813,-0.0560565051,0.0041096581999999,-5210.744232,0.2225661800002853,-5210.822604,0.1441941800003405,0.198992,81.247,164.948,0.4304,0.0403,363.39,16.3235,3041.9075,SC1=C(S)SCCCS1.[S-]C1=C(S)SCCCS1
LAZZOC,Ru,1,413.1291,54,214,-0.15242,-0.34279,0.1903699999999999,0.0813299999999999,-1368.99636911,-1.137267809999912,-0.0729478138,0.0076425814,-1367.36549,0.4936113000001114,-1367.447488,0.411613299999999,0.466524,101.338,172.579,5.0493,0.3883000000000001,252.25,22.9075,3446.8601,Cc1c(C)c(C)c(C)c(C)c1C.Cl.NC1CCCCC1N
LEBCEE,Au,0,624.30175,76,314,-0.05368,-0.22495,0.17127,0.0691,-1962.2752519,-1.557982230000107,-0.1057688194,0.0104262910999999,-1960.026167,0.6911026699999638,-1960.13455,0.5827196699999604,0.651669,148.358,228.111,12.1792,0.8623999999999992,371.9,13.9279,3150.9228,CC(C)(C)B1CN(C2CCCCC2)[B-](Cl)(C(C)(C)C)N1C(C)(C)C.CP(C)C
LEBJAG,Ni,0,442.16272,57,234,-0.01581,-0.15775,0.14194,0.10034,-2765.08220839,-1.6120688199998767,-0.0623881318,0.0081926329,-2762.980738,0.4894015699996998,-2763.078063,0.392076569999972,0.45719,116.612,204.838,0.0003,0.0,399.31,11.2278,3512.2723,CN(O)C(=N)c1ccc(N(C)C)cc1.CN(O)C(=N)c1ccc(N(C)C)cc1
LEBJIO,Pt,0,579.19217,57,284,-0.01844,-0.14826,0.12982,0.0745299999999999,-1376.31673495,-1.3656823899998471,-0.0644849323,0.0081221185999999,-1374.46152,0.4895325600000433,-1374.559985,0.3910675600000104,0.457103,116.981,207.237,0.0005,0.0,400.98,10.6569,3524.676,CN(O)C(=N)c1ccc(N(C)C)cc1.CN(O)C(=N)c1ccc(N(C)C)cc1
LEBJOU,Pt,0,500.06128,40,240,-0.03402,-0.20087,0.16685,0.07733,-1760.96884787,-1.2424945800000842,-0.048579887,0.0054203081,-1759.391569,0.3347842900000159,-1759.472379,0.25397428999986,0.309516,88.284,170.08,8.9088,0.175699999999999,269.33,28.5275,3518.1465,CN(O)C(=N)c1ccc(N(C)C)cc1.CS(C)=O.Cl
LEBJUA,Pt,0,490.98011,32,232,-0.06321,-0.2126,0.14939,0.07424,-2086.5701015,-1.2795956700001625,-0.0422280679,0.0043118935,-2085.039098,0.2514078299996072,-2085.112665,0.1778408299996954,0.22947,76.202,154.835,3.8195,0.2254,235.29,30.4036,3514.556,CN(O)C(=N)c1ccc(Cl)cc1.CS(C)=O.Cl
LEBKAH,Ni,0,424.00038,41,218,-0.05144,-0.17885,0.12741,0.09143,-3416.28893296,-1.685381889999917,-0.0497027465,0.0059819644,-3414.280688,0.3228630700000394,-3414.362966,0.2405850699997245,0.297381,92.464,173.168,0.0,0.0,333.63,12.7941,3513.4469,CN(O)C(=N)c1ccc(Cl)cc1.CN(O)C(=N)c1ccc(Cl)cc1
LEBKIP,Pd,0,490.13057,57,252,-0.01671,-0.15992,0.14321,0.08269,-1384.85432783,-1.4046648000000914,-0.0637699327,0.0081791252999999,-1382.960422,0.4892410299999028,-1383.058612,0.3910510299999714,0.456785,117.133,206.658,0.0003,9.999999999999996e-05,394.44,10.8938,3515.6515,CN(O)C(=N)c1ccc(N(C)C)cc1.CN(O)C(=N)c1ccc(N(C)C)cc1
LEBLOU,Ni,0,637.18754,78,334,-0.07533,-0.2228,0.14747,0.0859899999999999,-3364.69444967,-2.263218709999819,-0.1260889367,0.0123530699,-3361.778407,0.6528239600002053,-3361.887584,0.5436469599999327,0.614616,151.17,229.783,2.3174,0.7368000000000001,485.6,13.8827,3184.8011,O=C(O)C(Cc1cccc2ccccc12)N=C(c1ccccc1)c1ccccc1NC(=O)C1CCCN1Cc1ccccc1
LEBMOX,Ir,1,567.21366,65,282,-0.13716,-0.32084,0.18368,0.06488,-1722.75655552,-1.382776629999853,-0.0952286721,0.0084522565,-1720.786425,0.5873538900000312,-1720.887025,0.4867538900000454,0.551125,133.807,211.731,3.5823,-0.1509,324.16,24.3022,3752.7948,CC(C)P(Cc1cccc(CP(C(C)C)C(C)C)c1)C(C)C.O.O
LEBNIR,Zn,1,325.04097,36,168,-0.30299,-0.34323,0.04024,0.0328399999999999,-2999.83482297,-1.3075502699998651,-0.0412425151,0.0048386433,-2998.223846,0.3034267000002728,-2998.296416,0.2308567000000039,0.282146,74.79,152.737,3.5192,0.1084,225.31,15.3935,3625.2561,Cl.NC(=O)C1CCCN1.NC(=O)C1CCCN1
LEBNOX,Zn,1,368.99046,36,186,-0.30224,-0.34268,0.0404399999999999,0.0335699999999999,-5113.63898538,-1.5144821700005195,-0.0420610002,0.0046720214,-5111.821032,0.3034712099997705,-5111.895093,0.2294102099995143,0.281903,75.033,155.876,4.6259,0.0462999999999995,233.26,19.7855,3625.7038,Br.NC(=O)C1CCCN1.NC(=O)C1CCCN1
LEBPOB,Ni,0,680.08663,77,354,-0.06543,-0.23728,0.17185,0.12179,-4578.24566902,-2.5371406899994327,-0.1381433142,0.0106127386999999,-4575.070694,0.6378343300002598,-4575.194567,0.5139613300007113,0.595011,160.277,260.713,1.5353,0.0239,520.0,9.1445,3140.3128,Cl.Cl.c1ccc(CP(c2ccccc2)c2ccccc2)cc1.c1ccc(CP(c2ccccc2)c2ccccc2)cc1
LEBSIU,W,0,576.98508,42,278,-0.06993,-0.21139,0.1414599999999999,0.0537499999999999,-2025.50309297,-1.5898650199999338,-0.0603924647,0.0050287593999999,-2023.595671,0.3175569499999255,-2023.692915,0.2203129499998795,0.286803,105.079,204.668,11.6158,0.6486999999999998,321.0,15.233,3495.0749,C#O.C#O.C#O.C#O.C#O.CCOC1CC(c2ccccc2)SC(=S)N1
LEBTOC,Zn,0,434.93203,38,222,-0.10033,-0.25679,0.15646,0.0921,-4338.64166832,-1.9268260899998493,-0.0586433283,0.005175612,-4336.415339,0.2995032299995728,-4336.499281,0.2155612299993663,0.273135,90.007,176.669,12.2659,0.4700000000000006,225.97,19.4525,3685.2898,CC1=NC=C(CN2=CSC(CCO)=C2C)C(=O)N1.Cl.Cl.Cl
LEBVIA,Ir,0,590.13306,58,290,-0.00793,-0.19545,0.18752,0.07063,-1867.94954635,-1.5288900299999568,-0.0881022396,0.0071889936999999,-1865.923459,0.4971973199999411,-1866.022732,0.3979243200001292,0.462449,125.74,208.938,1.2594,-0.2019999999999999,322.84,16.8706,3144.9627,C#O.C#O.CC(C)P(Oc1cccc(OP(C(C)C)C(C)C)c1)C(C)C
LEBWOG,Ni,1,576.07923,64,298,-0.16108,-0.32277,0.16169,0.07577,-3629.65450773,-2.098709260000305,-0.0985641178,0.0085435373999999,-3627.037521,0.5182774699997026,-3627.149201,0.4065974699997241,0.481605,136.659,235.05,8.2132,0.5977000000000006,460.59,4.8907,3156.8019,CC#N.c1ccc(P(Oc2cccc(OP(c3ccccc3)c3ccccc3)c2)c2ccccc2)cc1
LEBXAT,Ni,0,548.0673,62,286,-0.05192,-0.23654,0.18462,0.10187,-4006.20617886,-2.376799409999876,-0.092677572,0.0078898126,-4003.315586,0.5137934499998664,-4003.425051,0.4043284499998663,0.475038,139.37,230.388,3.7545,0.7486000000000002,324.41,17.4016,3147.9698,CC(C)P(Oc1cccc(OP(C(C)C)C(C)C)c1)C(C)C.O=S(=O)(O)C(F)(F)F
LEBXAV,Ti,0,618.11265,71,322,-0.07284,-0.21984,0.147,0.05724,-3292.36286099,-2.2871571000000586,-0.1220485564,0.0093981154,-3289.497557,0.5781468899999709,-3289.608764,0.4669398900000487,0.538501,151.49,234.054,2.8971,0.4516,477.2,13.825,3162.0554,CC(C)O.CC(C)O.Oc1ccccc1-c1nc2ccccc2s1.Oc1ccccc1-c1nc2ccccc2s1
LEBYEA,Mn,1,537.01463,55,274,-0.16665,-0.36413,0.19748,0.07335,-3464.9838925,-2.0115136199997323,-0.1026713598,0.0074263160999999,-3462.539443,0.4329358800000591,-3462.63485,0.3375288800002636,0.399513,126.451,200.801,6.4869,-0.0392999999999998,364.87,34.1156,3154.9197,C#O.C#O.C#O.CP1CCP(C)c2ccccc2P(c2ccccc2F)c2ccccc21
LEBYIE,Mn,1,548.99579,53,278,-0.15881,-0.36123,0.20242,0.0708599999999999,-3587.12378073,-2.151347389999956,-0.0965945881,0.0072063163,-3584.572102,0.400331339999866,-3584.669156,0.3032773400000224,0.36651,126.582,204.267,7.2844,0.08,347.9,33.2218,3159.8876,C#O.C#O.C#O.Fc1ccccc1P(c1ccccc1F)c1ccccc1F.PCCP
LEBYOH,Zr,0,518.17451,71,276,0.00561,-0.22621,0.23182,0.06808,-2302.06874262,-1.7106809000001704,-0.1010098869,0.0069879095,-2299.729609,0.6284527200000412,-2299.849661,0.5084007199998268,0.583387,159.138,252.671,6.8996,0.1457000000000006,346.13,25.4122,3117.3692,CN(C)N[Si](C)(C)C.CN(C)N[Si](C)(C)C.CN(C)N[Si](C)(C)C.Cl
LEBYUN,Ta,0,471.222,56,236,0.01278,-0.21042,0.2232,0.07391,-1136.75887724,-1.0556877899998651,-0.0671339528,0.0058301702,-1135.195313,0.5078764500001398,-1135.290909,0.4122804500000256,0.474713,115.795,201.198,2.7551,0.1448,267.1,24.4686,3091.4204,CC(C)(C)N.CN(C)N[Si](C)(C)C.CNC.CNC
LEBZOI,Re,1,553.03151,42,266,-0.20087,-0.31382,0.11295,0.0594799999999999,-2144.60035931,-1.406628549999823,-0.0660665313,0.0054048205999999,-2142.854852,0.3388787600001706,-2142.934081,0.2596497600002294,0.314321,90.798,166.752,9.1178,-0.1175999999999994,349.35,19.8676,3469.1664,N=Nc1cccc[nH+]1.N=Nc1ccccn1.SCCSCCS
LEBZUO,Re,0,559.03582,41,268,-0.07981,-0.19056,0.11075,0.0556899999999999,-1937.81155811,-1.3860453199999938,-0.0618323114,0.0055134410999999,-1936.106386,0.3191267900001548,-1936.185649,0.2398637900000721,0.294876,89.571,166.823,4.5338,-0.0350000000000001,361.12,17.8389,3159.6016,Cl.N=Nc1ccccn1.N=Nc1ccccn1.SCc1ccccn1
LECBEB,Re,0,593.93891,36,282,-0.11723,-0.21838,0.1011499999999999,0.0572499999999999,-2550.63928053,-1.705357310000181,-0.0523252469,0.0047389862,-2548.675451,0.2584722199999305,-2548.76213,0.1717932199999268,0.232009,92.276,182.43,10.5557,0.0920000000000005,372.72,9.6348,3644.1312,Cl.Cl.N=Nc1ccc(C(=O)O)c[nH+]1.N=Nc1ccc(C(=O)O)cn1.[Cl-]
LECBED,Ni,0,382.01084,39,198,-0.05748,-0.17516,0.11768,0.06276,-3108.6703596,-1.4083632300003046,-0.0519144452,0.005100183,-3106.950709,0.311287369999718,-3107.037998,0.2239983700001175,0.285185,88.717,183.716,9.4176,1.3322000000000005,338.21,18.0404,3138.5243,C#NC.C#NC.SC(=C(S)c1ccccc1)c1ccccc1
LECBIH,Pd,0,514.07259,57,264,-0.03952,-0.16897,0.12945,0.06135,-1964.18716905,-1.5205086299999948,-0.071949614,0.0075601043,-1962.183845,0.4828154199999517,-1962.292511,0.3741494199998669,0.448663,122.44,228.707,9.9438,0.7241999999999997,416.07,3.7434,3137.8242,C#NC(C)(C)C.C#NC(C)(C)C.SC(=C(S)c1ccccc1)c1ccccc1
LECBON,Pt,0,643.07159,53,312,-0.07299,-0.17941,0.1064199999999999,0.0498999999999999,-2103.14734255,-1.6057827099998576,-0.073820398,0.0074289708999999,-2101.120304,0.4212558399999579,-2101.222734,0.318825840000045,0.38956,115.892,215.582,8.4707,1.3026000000000009,545.27,10.7518,3149.073,C#Nc1ccccc1.C#Nc1ccccc1.SC(=C(S)c1ccccc1)c1ccccc1
LECBUQ,Pt,1,520.15104,52,254,-0.14604,-0.38761,0.24157,0.0895099999999999,-1271.1187772,-1.299191560000054,-0.0589409165,0.0069157213999999,-1269.365931,0.4536546399999679,-1269.457426,0.3621596400000726,0.423039,109.5,192.567,3.6912,-0.0939000000000001,220.54,30.5129,3756.0928,C.C.C.CC(=O)OC1C(C(O)CO)OC2OC(C)(C)OC21.O
LECBUT,Ni,0,530.04888,59,278,-0.11456,-0.17546,0.0609,0.03148,-4140.5975797,-2.0333406099998683,-0.0854033256,0.0085099753,-4138.069766,0.4944730900006107,-4138.170266,0.393973090000145,0.46088,123.498,211.522,10.1586,1.3325999999999991,535.11,14.5842,3139.3332,CC(C)N1CCN(C(C)C)C(=S)C1=S.SC(=C(S)c1ccccc1)c1ccccc1
LECFAB,Ir,0,675.2586,79,340,-0.04205,-0.22829,0.18624,0.0661099999999999,-2084.82843742,-1.7844595599999593,-0.1313103397,0.0113080836999999,-2082.343347,0.7006308599998192,-2082.451815,0.5921628599999167,0.658909,161.387,228.289,5.6358,0.3468,402.09,36.5165,3126.0356,C#O.CC(C)(C)P(Cc1cccc(CP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C.C[N+](=O)[O-]
LECFEH,Pd,0,529.1029,63,274,-0.05836,-0.20022,0.14186,0.06802,-2005.70215471,-1.6908855200001651,-0.0997946478,0.0088675735999999,-2003.465376,0.5458931899997879,-2003.563332,0.4479371899999478,0.510841,132.644,206.164,6.5848,0.5094000000000003,342.9,27.1774,3578.1879,CP(C(C)(C)C)C(C)(C)C.CS(=O)(=O)O.Nc1ccccc1-c1ccccc1
LECFEI,Pt,0,773.09118,69,380,-0.04808,-0.22804,0.17996,0.06907,-2934.94400013,-2.145554499999889,-0.1224671372,0.0086501189999999,-2932.238927,0.5595186300001842,-2932.355297,0.443148629999996,0.51978,148.165,244.92,2.5027,0.1900999999999997,504.19,9.88,3191.0034,C[SiH](n1cccc1P(c1ccccc1)c1ccccc1)n1cccc1P(c1ccccc1)c1ccccc1.Cl
LECFIL,Co,0,484.17064,68,258,-0.04518,-0.19801,0.15283,0.09187,-3189.91514132,-1.7778034300004038,-0.1017511777,0.0092780147,-3187.537558,0.5997798899998088,-3187.641212,0.4961258899998029,0.562234,141.352,218.158,1.1304,0.0968999999999999,353.4,13.1352,3143.8258,C#O.CC(C)(C)P(Oc1cccc(OP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C
LECFIM,Pt,0,767.07528,67,376,-0.06537,-0.2296,0.16423,0.0630699999999999,-3066.88085722,-2.152710070000012,-0.1285163998,0.0088923749,-3064.183276,0.5448711499998353,-3064.294726,0.4334211499999583,0.506313,143.447,234.567,8.3699,0.6747999999999994,471.39,16.0833,3233.2942,Cl.Cl.c1ccc(P(c2ccccc2)c2ccc[nH]2)cc1.c1ccc(P(c2ccccc2)c2ccc[nH]2)cc1
LECFOR,Co,0,512.16556,70,272,-0.02933,-0.19374,0.16441,0.08342,-3303.17411205,-1.884458819999964,-0.1101263337,0.0098329975,-3300.677901,0.6117522300000928,-3300.781201,0.50845223000033,0.572725,148.817,217.414,1.9127,-0.0673999999999999,361.08,25.1619,3144.2923,C#O.C#O.CC(C)(C)P(Oc1cccc(OP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C
LECFOS,Pd,0,684.02958,69,348,-0.05324,-0.2262,0.17296,0.0695,-2943.46513277,-2.177894379999998,-0.1211173451,0.008803083,-2940.727865,0.5593733900000188,-2940.844608,0.4426303899999766,0.519593,148.265,245.707,3.0373,0.2644999999999999,503.62,7.6279,3191.6045,C[SiH](n1cccc1P(c1ccccc1)c1ccccc1)n1cccc1P(c1ccccc1)c1ccccc1.Cl
LECFUX,Ir,0,586.17453,62,290,-0.00452,-0.18082,0.1763,0.06686,-1796.11690113,-1.450012040000047,-0.0974294478,0.0078998423,-1794.12358,0.5433090900000934,-1794.224266,0.4426230900000973,0.507855,129.243,211.912,2.7695,0.1392999999999999,339.53,27.4824,3126.0943,C#O.C#O.CC(C)P(Cc1cccc(CP(C(C)C)C(C)C)c1)C(C)C
LECJAG,Ni,0,544.05377,57,282,-0.07509,-0.20168,0.1265899999999999,0.0905299999999999,-3676.80200959,-2.0379205700000966,-0.0956698237,0.0083578951999999,-3674.311431,0.4526580199999443,-3674.408321,0.3557680200001414,0.419575,124.577,203.922,1.9015,0.5159,427.2,22.5125,3177.1739,CSc1ccccc1NC(=O)c1ccccn1.CSc1ccccc1NC(=O)c1ccccn1
LECKOX,Re,0,872.07105,80,432,-0.10075,-0.1849,0.08415,0.05528,-3721.80259658,-2.602020320000065,-0.158701942,0.0107575486999999,-3718.550599,0.6499772600000142,-3718.676105,0.5244712600001549,0.604144,174.028,264.149,12.9467,1.3904999999999994,581.85,10.0949,3171.7432,CP(c1ccccc1)c1ccccc1.C[P+](CCc1c(C=O)ccc2ccccc12)(c1ccccc1)c1ccccc1.Cl.Cl.[Cl-]
LECNEM,Pd,1,326.95474,28,162,-0.21744,-0.39698,0.17954,0.08857,-1483.55127103,-0.9532284299998536,-0.0358057586,0.0037465638999999,-1482.364816,0.23322660000008,-1482.426471,0.1715716000001066,0.215869,60.533,129.764,4.7439,0.1744000000000003,174.38,40.2472,3426.7513,CS(C)=O.Cl.NCc1ccccn1
LECNIQ,Pt,0,503.0762,42,242,-0.07393,-0.22072,0.14679,0.06652,-1708.89874952,-1.1621522399998412,-0.0563472257,0.0057797380999999,-1707.381905,0.3546922800001084,-1707.459523,0.2770742800000789,0.330396,88.196,163.362,1.9966,0.3109999999999999,284.81,25.1968,3152.5797,CC(C)(C)c1cccc(-c2ccccn2)n1.CSC.Cl
LECNOW,Pt,1,416.01634,28,194,-0.197,-0.38804,0.19104,0.0836899999999999,-1475.01868002,-0.9199557599999936,-0.0367577321,0.0036932989999999,-1473.86522,0.2335042600000179,-1473.926927,0.1717972599999484,0.216273,60.239,129.873,5.2751,0.2140000000000004,174.32,41.2479,3407.7319,CS(C)=O.Cl.NCc1ccccn1
LECNUC,Cu,0,601.97196,59,310,-0.05041,-0.19046,0.1400499999999999,0.0933399999999999,-4673.91900427,-2.5174041500004023,-0.0895789803,0.007895121,-4670.934305,0.467295120000017,-4671.044474,0.3571261199995206,0.428936,137.056,231.871,14.754,0.5094999999999992,400.73,14.4157,3154.842,COc1cc2c(cc1OC)Sc1cc(OC)c(OC)cc1Sc1cc(OC)c(OC)cc1S2.Cl
LECNUE,Re,1,508.04219,36,240,-0.24467,-0.37102,0.12635,0.0575,-1193.19395515,-1.1641480099999626,-0.0542019796,0.0047446371,-1191.758717,0.2710901400000693,-1191.836055,0.193752140000015,0.24778,82.944,162.772,7.5974,0.5985000000000005,266.16,23.6079,3161.3147,C#O.C#O.C#O.c1ccncc1.c1cnc(c2cnccn2)cn1
